"client_name","adv_id","adgroup_id","ea","cat","date","cost($USD)","impression","cpm","click","ctr(%)","cpc","reach","frequency","lpv","cplpv","lpv_rate(%)","dlpv","cpdlpv","dlpv_rate(%)","atc","cp","cp_value","cp_roas"
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","LifeTime",8978.65,1886486,4.76,24126,1.28,0.37,1192046,1.58,20036,0.45,83.05,11029,0.81,45.71,2701,178,50465.42,5.62
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2024-12-24",574.05,100252,5.73,1736,1.73,0.33,88018,1.14,1479,0.39,85.2,713,0.81,41.07,52,5,1227,2.14
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2024-12-25",579.15,110264,5.25,1671,1.52,0.35,97962,1.13,1493,0.39,89.35,771,0.75,46.14,94,5,1005.75,1.74
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2024-12-26",616.36,110839,5.56,1625,1.47,0.38,101799,1.09,1450,0.43,89.23,740,0.83,45.54,185,10,2125,3.45
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2024-12-27",605.91,102770,5.9,1566,1.52,0.39,95736,1.07,1353,0.45,86.4,735,0.82,46.93,258,14,4465.54,7.37
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2024-12-28",603.18,96902,6.22,1528,1.58,0.39,90758,1.07,1317,0.46,86.19,720,0.84,47.12,216,14,4709,7.81
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2024-12-29",616.57,97564,6.32,1518,1.56,0.41,91797,1.06,1348,0.46,88.8,778,0.79,51.25,230,14,3730,6.05
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2024-12-30",577.62,107315,5.38,1443,1.34,0.4,100298,1.07,1181,0.49,81.84,680,0.85,47.12,183,16,6126.5,10.61
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2024-12-31",616.17,113799,5.41,1447,1.27,0.43,106321,1.07,1217,0.51,84.11,664,0.93,45.89,184,13,4043.14,6.56
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2025-01-01",589.78,178530,3.3,1792,1,0.33,161627,1.1,1411,0.42,78.74,768,0.77,42.86,215,14,2991.5,5.07
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2025-01-02",593.03,140068,4.23,1753,1.25,0.34,127959,1.09,1413,0.42,80.6,769,0.77,43.87,193,10,2855,4.81
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2025-01-03",590.27,141660,4.17,1656,1.17,0.36,129210,1.1,1286,0.46,77.66,757,0.78,45.71,182,17,4701,7.96
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2025-01-04",616.56,160521,3.84,1734,1.08,0.36,145036,1.11,1374,0.45,79.24,807,0.76,46.54,162,16,4512.5,7.32
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2025-01-05",605.61,146751,4.13,1655,1.13,0.37,136025,1.08,1333,0.45,80.54,727,0.83,43.93,146,8,1691.5,2.79
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2025-01-06",595.94,151612,3.93,1554,1.02,0.38,140542,1.08,1226,0.49,78.89,742,0.8,47.75,129,5,1527.5,2.56
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2025-01-07",598.45,127639,4.69,1448,1.13,0.41,119285,1.07,1131,0.53,78.11,645,0.93,44.54,162,12,3242.5,5.42
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2025-01-08",0,0,0,0,0,0,0,NaN,22,0,0,12,0,0,29,2,720,0
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2025-01-09",0,0,0,0,0,0,0,NaN,1,0,0,0,0,0,35,0,0,0
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2025-01-10",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,6,1,395,0
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2025-01-11",0,0,0,0,0,0,0,NaN,1,0,0,0,0,0,6,0,0,0
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2025-01-12",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,8,2,397,0
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2025-01-13",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,13,0,0,0
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2025-01-14",0,0,0,0,0,0,0,NaN,0,0,0,1,0,0,13,0,0,0
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2025-01-15",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2025-01-16",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2025-01-17",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2025-01-18",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2025-01-19",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2025-01-20",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757165281361","DLPV","OTH","LifeTime",2863.95,1164103,2.46,7169,0.62,0.4,214349,5.43,3011,0.95,42,1527,1.88,21.3,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757165281361","DLPV","OTH","D2024-12-30",91.8,31994,2.87,203,0.63,0.45,29670,1.08,89,1.03,43.84,28,3.28,13.79,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757165281361","DLPV","OTH","D2024-12-31",133.96,33563,3.99,209,0.62,0.64,27516,1.22,109,1.23,52.15,23,5.82,11,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757165281361","DLPV","OTH","D2025-01-01",133.97,45889,2.92,318,0.69,0.42,34783,1.32,153,0.88,48.11,50,2.68,15.72,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757165281361","DLPV","OTH","D2025-01-02",142.6,56078,2.54,419,0.75,0.34,39974,1.4,193,0.74,46.06,53,2.69,12.65,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757165281361","DLPV","OTH","D2025-01-03",135.56,50931,2.66,334,0.66,0.41,35253,1.44,171,0.79,51.2,48,2.82,14.37,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757165281361","DLPV","OTH","D2025-01-04",139.54,54454,2.56,355,0.65,0.39,38070,1.43,185,0.75,52.11,51,2.74,14.37,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757165281361","DLPV","OTH","D2025-01-05",136.95,54563,2.51,413,0.76,0.33,38125,1.43,193,0.71,46.73,52,2.63,12.59,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757165281361","DLPV","OTH","D2025-01-06",137.78,56475,2.44,348,0.62,0.4,41090,1.37,154,0.89,44.25,54,2.55,15.52,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757165281361","DLPV","OTH","D2025-01-07",137.34,52691,2.61,346,0.66,0.4,39612,1.33,150,0.92,43.35,48,2.86,13.87,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757165281361","DLPV","OTH","D2025-01-08",125.45,47312,2.65,276,0.58,0.45,36963,1.28,112,1.12,40.58,34,3.69,12.32,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757165281361","DLPV","OTH","D2025-01-09",137.79,54569,2.53,318,0.58,0.43,35337,1.54,144,0.96,45.28,54,2.55,16.98,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757165281361","DLPV","OTH","D2025-01-10",132.85,54980,2.42,343,0.62,0.39,33616,1.64,123,1.08,35.86,82,1.62,23.91,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757165281361","DLPV","OTH","D2025-01-11",138.61,60350,2.3,388,0.64,0.36,34610,1.74,155,0.89,39.95,95,1.46,24.48,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757165281361","DLPV","OTH","D2025-01-12",134.23,62237,2.16,383,0.62,0.35,32229,1.93,168,0.8,43.86,99,1.36,25.85,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757165281361","DLPV","OTH","D2025-01-13",138.17,64080,2.16,368,0.57,0.38,35738,1.79,161,0.86,43.75,109,1.27,29.62,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757165281361","DLPV","OTH","D2025-01-14",135.65,60154,2.26,341,0.57,0.4,33384,1.8,132,1.03,38.71,106,1.28,31.09,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757165281361","DLPV","OTH","D2025-01-15",135.85,60468,2.25,312,0.52,0.44,35321,1.71,99,1.37,31.73,92,1.48,29.49,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757165281361","DLPV","OTH","D2025-01-16",139.62,60861,2.29,333,0.55,0.42,34558,1.76,89,1.57,26.73,103,1.36,30.93,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757165281361","DLPV","OTH","D2025-01-17",135.79,57398,2.37,332,0.58,0.41,30500,1.88,119,1.14,35.84,93,1.46,28.01,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757165281361","DLPV","OTH","D2025-01-18",133.36,59210,2.25,341,0.58,0.39,28678,2.06,113,1.18,33.14,99,1.35,29.03,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757165281361","DLPV","OTH","D2025-01-19",139.6,63907,2.18,369,0.58,0.38,29932,2.14,155,0.9,42.01,119,1.17,32.25,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757165281361","DLPV","OTH","D2025-01-20",47.48,21939,2.16,120,0.55,0.4,16322,1.34,44,1.08,36.67,35,1.36,29.17,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757169762401","DLPV","OTH","LifeTime",4279.68,1634165,2.62,10461,0.64,0.41,259300,6.3,4381,0.98,41.88,2127,2.01,20.33,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757169762401","DLPV","OTH","D2024-12-30",135.18,51786,2.61,377,0.73,0.36,44066,1.18,149,0.91,39.52,61,2.22,16.18,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757169762401","DLPV","OTH","D2024-12-31",197.34,53994,3.65,381,0.71,0.52,37228,1.45,186,1.06,48.82,49,4.03,12.86,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757169762401","DLPV","OTH","D2025-01-01",206.55,71297,2.9,510,0.72,0.41,47766,1.49,250,0.83,49.02,60,3.44,11.76,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757169762401","DLPV","OTH","D2025-01-02",211.76,78435,2.7,551,0.7,0.38,46222,1.7,218,0.97,39.56,72,2.94,13.07,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757169762401","DLPV","OTH","D2025-01-03",202.5,75000,2.7,558,0.74,0.36,41957,1.79,242,0.84,43.37,81,2.5,14.52,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757169762401","DLPV","OTH","D2025-01-04",209.77,73377,2.86,514,0.7,0.41,38400,1.91,228,0.92,44.36,64,3.28,12.45,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757169762401","DLPV","OTH","D2025-01-05",204.18,72798,2.8,522,0.72,0.39,37700,1.93,245,0.83,46.93,70,2.92,13.41,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757169762401","DLPV","OTH","D2025-01-06",205.34,77810,2.64,525,0.67,0.39,45840,1.7,246,0.83,46.86,72,2.85,13.71,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757169762401","DLPV","OTH","D2025-01-07",206.28,74234,2.78,463,0.62,0.45,49088,1.51,207,1,44.71,65,3.17,14.04,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757169762401","DLPV","OTH","D2025-01-08",188.95,72186,2.62,448,0.62,0.42,49343,1.46,194,0.97,43.3,58,3.26,12.95,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757169762401","DLPV","OTH","D2025-01-09",205.65,74097,2.78,435,0.59,0.47,41399,1.79,186,1.11,42.76,80,2.57,18.39,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757169762401","DLPV","OTH","D2025-01-10",202.39,75308,2.69,433,0.57,0.47,43951,1.71,193,1.05,44.57,106,1.91,24.48,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757169762401","DLPV","OTH","D2025-01-11",204.42,79198,2.58,530,0.67,0.39,42310,1.87,221,0.92,41.7,126,1.62,23.77,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757169762401","DLPV","OTH","D2025-01-12",201.58,83864,2.4,574,0.68,0.35,38567,2.17,219,0.92,38.15,147,1.37,25.61,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757169762401","DLPV","OTH","D2025-01-13",204.89,96720,2.12,552,0.57,0.37,49736,1.94,209,0.98,37.86,136,1.51,24.64,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757169762401","DLPV","OTH","D2025-01-14",200.73,78898,2.54,482,0.61,0.42,43154,1.83,175,1.15,36.31,120,1.67,24.9,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757169762401","DLPV","OTH","D2025-01-15",203.98,80252,2.54,492,0.61,0.41,41026,1.96,174,1.17,35.37,130,1.57,26.42,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757169762401","DLPV","OTH","D2025-01-16",207.07,83468,2.48,499,0.6,0.41,39718,2.1,184,1.13,36.87,156,1.33,31.26,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757169762401","DLPV","OTH","D2025-01-17",201.55,79477,2.54,448,0.56,0.45,40339,1.97,163,1.24,36.38,125,1.61,27.9,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757169762401","DLPV","OTH","D2025-01-18",198.77,84547,2.35,466,0.55,0.43,37938,2.23,191,1.04,40.99,128,1.55,27.47,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757169762401","DLPV","OTH","D2025-01-19",210.53,87638,2.4,548,0.63,0.38,39876,2.2,239,0.88,43.61,178,1.18,32.48,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818757169762401","DLPV","OTH","D2025-01-20",70.27,29781,2.36,153,0.51,0.46,21512,1.38,62,1.13,40.52,43,1.63,28.1,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818758613361713","DLPV","OTH","LifeTime",1329.77,1512440,0.88,5693,0.38,0.23,138234,10.94,1878,0.71,32.99,1029,1.29,18.07,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818758613361713","DLPV","OTH","D2024-12-30",42.07,42907,0.98,159,0.37,0.26,36420,1.18,39,1.08,24.53,28,1.5,17.61,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818758613361713","DLPV","OTH","D2024-12-31",61.81,66350,0.93,263,0.4,0.24,43125,1.54,60,1.03,22.81,23,2.69,8.75,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818758613361713","DLPV","OTH","D2025-01-01",63.12,75243,0.84,281,0.37,0.22,46419,1.62,86,0.73,30.6,21,3.01,7.47,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818758613361713","DLPV","OTH","D2025-01-02",66.71,81042,0.82,370,0.46,0.18,46131,1.76,127,0.53,34.32,51,1.31,13.78,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818758613361713","DLPV","OTH","D2025-01-03",62.38,73519,0.85,318,0.43,0.2,41943,1.75,106,0.59,33.33,40,1.56,12.58,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818758613361713","DLPV","OTH","D2025-01-04",64.87,75126,0.86,329,0.44,0.2,44027,1.71,104,0.62,31.61,43,1.51,13.07,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818758613361713","DLPV","OTH","D2025-01-05",64.1,76039,0.84,295,0.39,0.22,43686,1.74,111,0.58,37.63,44,1.46,14.92,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818758613361713","DLPV","OTH","D2025-01-06",63.89,75165,0.85,253,0.34,0.25,44625,1.68,89,0.72,35.18,40,1.6,15.81,0,0,0,0
"Emirates","ADV6994390460831678466","OTH1818758613361713","DLPV","OTH","D2025-01-07",62.96,68643,0.92,264,0.38,0.24,43266,1.59,124,0.51,46.97,40,1.57,15.15,0,0,0,0
