"client_name","adv_id","adgroup_id","ea","cat","date","cost($USD)","impression","cpm","click","ctr(%)","cpc","reach","frequency","lpv","cplpv","lpv_rate(%)","dlpv","cpdlpv","dlpv_rate(%)","atc","cp","cp_value","cp_roas"
"Bank Now FR","ADV7091261576040284162","TEST1821759156574386","DLPV","TEST","D2025-01-25",47.96,41324,1.16,112,0.27,0.43,26090,1.58,57,0.84,50.89,18,2.66,16.07,0,0,0,0
"Bank Now FR","ADV7091261576040284162","TEST1821759156574386","DLPV","TEST","D2025-01-26",55.07,43710,1.26,127,0.29,0.43,25823,1.69,60,0.92,47.24,28,1.97,22.05,0,0,0,0
"Bank Now EN","ADV7091261576040284162","CTRL1821759147486353","LPV","CTRL","LifeTime",389.35,210522,1.85,1124,0.53,0.35,70237,3,701,0.56,62.37,92,4.23,8.19,0,0,0,0
"Bank Now EN","ADV7091261576040284162","CTRL1821759147486353","LPV","CTRL","D2025-01-20",19.12,13471,1.42,58,0.43,0.33,13062,1.03,32,0.6,55.17,8,2.39,13.79,0,0,0,0
"Bank Now EN","ADV7091261576040284162","CTRL1821759147486353","LPV","CTRL","D2025-01-21",60.25,32313,1.86,143,0.44,0.42,23822,1.36,81,0.74,56.64,15,4.02,10.49,0,0,0,0
"Bank Now EN","ADV7091261576040284162","CTRL1821759147486353","LPV","CTRL","D2025-01-22",61.46,25972,2.37,171,0.66,0.36,20285,1.28,102,0.6,59.65,14,4.39,8.19,0,0,0,0
"Bank Now EN","ADV7091261576040284162","CTRL1821759147486353","LPV","CTRL","D2025-01-23",62.08,30391,2.04,146,0.48,0.43,23504,1.29,98,0.63,67.12,12,5.17,8.22,0,0,0,0
"Bank Now EN","ADV7091261576040284162","CTRL1821759147486353","LPV","CTRL","D2025-01-24",52.16,27633,1.89,170,0.62,0.31,21873,1.26,95,0.55,55.88,13,4.01,7.65,0,0,0,0
"Bank Now EN","ADV7091261576040284162","CTRL1821759147486353","LPV","CTRL","D2025-01-25",44.93,27938,1.61,175,0.63,0.26,21115,1.32,120,0.37,68.57,15,3,8.57,0,0,0,0
"Bank Now EN","ADV7091261576040284162","CTRL1821759147486353","LPV","CTRL","D2025-01-26",50.61,30830,1.64,171,0.55,0.3,22975,1.34,114,0.44,66.67,12,4.22,7.02,0,0,0,0
"Bank Now EN","ADV7091261576040284162","TEST1821759153814562","DLPV","TEST","LifeTime",386.17,299819,1.29,918,0.31,0.42,69244,4.33,510,0.76,55.56,215,1.8,23.42,0,0,0,0
"Bank Now EN","ADV7091261576040284162","TEST1821759153814562","DLPV","TEST","D2025-01-20",19.13,17076,1.12,45,0.26,0.43,16751,1.02,30,0.64,66.67,11,1.74,24.44,0,0,0,0
"Bank Now EN","ADV7091261576040284162","TEST1821759153814562","DLPV","TEST","D2025-01-21",61.36,42625,1.44,121,0.28,0.51,29490,1.45,75,0.82,61.98,27,2.27,22.31,0,0,0,0
"Bank Now EN","ADV7091261576040284162","TEST1821759153814562","DLPV","TEST","D2025-01-22",62.5,39816,1.57,130,0.33,0.48,27546,1.45,71,0.88,54.62,33,1.89,25.38,0,0,0,0
"Bank Now EN","ADV7091261576040284162","TEST1821759153814562","DLPV","TEST","D2025-01-23",51.91,47284,1.1,134,0.28,0.39,32231,1.47,80,0.65,59.7,30,1.73,22.39,0,0,0,0
"Bank Now EN","ADV7091261576040284162","TEST1821759153814562","DLPV","TEST","D2025-01-24",60.28,43031,1.4,125,0.29,0.48,28406,1.51,65,0.93,52,44,1.37,35.2,0,0,0,0
"Bank Now EN","ADV7091261576040284162","TEST1821759153814562","DLPV","TEST","D2025-01-25",44.82,42656,1.05,132,0.31,0.34,27561,1.55,64,0.7,48.48,28,1.6,21.21,0,0,0,0
"Bank Now EN","ADV7091261576040284162","TEST1821759153814562","DLPV","TEST","D2025-01-26",55.08,44085,1.25,153,0.35,0.36,27564,1.6,86,0.64,56.21,33,1.67,21.57,0,0,0,0
"Bank Now IT","ADV7091261576040284162","CTRL1821759147908098","LPV","CTRL","LifeTime",389.92,178903,2.18,599,0.33,0.65,47053,3.8,381,1.02,63.61,87,4.48,14.52,0,0,0,0
"Bank Now IT","ADV7091261576040284162","CTRL1821759147908098","LPV","CTRL","D2025-01-20",17.65,9608,1.84,25,0.26,0.71,9319,1.03,16,1.1,64,4,4.41,16,0,0,0,0
"Bank Now IT","ADV7091261576040284162","CTRL1821759147908098","LPV","CTRL","D2025-01-21",62.3,30200,2.06,83,0.27,0.75,20692,1.46,50,1.25,60.24,19,3.28,22.89,0,0,0,0
"Bank Now IT","ADV7091261576040284162","CTRL1821759147908098","LPV","CTRL","D2025-01-22",61.99,26217,2.36,91,0.35,0.68,18994,1.38,54,1.15,59.34,13,4.77,14.29,0,0,0,0
"Bank Now IT","ADV7091261576040284162","CTRL1821759147908098","LPV","CTRL","D2025-01-23",62.5,28979,2.16,100,0.35,0.63,20868,1.39,60,1.04,60,13,4.81,13,0,0,0,0
"Bank Now IT","ADV7091261576040284162","CTRL1821759147908098","LPV","CTRL","D2025-01-24",50.67,22356,2.27,81,0.36,0.63,16695,1.34,57,0.89,70.37,11,4.61,13.58,0,0,0,0
"Bank Now IT","ADV7091261576040284162","CTRL1821759147908098","LPV","CTRL","D2025-01-25",44.51,20565,2.16,71,0.35,0.63,15030,1.37,47,0.95,66.2,13,3.42,18.31,0,0,0,0
"Bank Now IT","ADV7091261576040284162","CTRL1821759147908098","LPV","CTRL","D2025-01-26",55.14,26355,2.09,97,0.37,0.57,18805,1.4,65,0.85,67.01,11,5.01,11.34,0,0,0,0
"Bank Now IT","ADV7091261576040284162","TEST1821759155687586","DLPV","TEST","LifeTime",390.15,208968,1.87,507,0.24,0.77,49325,4.24,306,1.27,60.36,130,3,25.64,0,0,0,0
"Bank Now IT","ADV7091261576040284162","TEST1821759155687586","DLPV","TEST","D2025-01-20",20.63,10895,1.89,25,0.23,0.83,10828,1.01,15,1.38,60,11,1.88,44,0,0,0,0
"Bank Now IT","ADV7091261576040284162","TEST1821759155687586","DLPV","TEST","D2025-01-21",58,30031,1.93,51,0.17,1.14,21693,1.38,35,1.66,68.63,10,5.8,19.61,0,0,0,0
"Bank Now IT","ADV7091261576040284162","TEST1821759155687586","DLPV","TEST","D2025-01-22",57.04,29391,1.94,78,0.27,0.73,20687,1.42,52,1.1,66.67,16,3.57,20.51,0,0,0,0
"Bank Now IT","ADV7091261576040284162","TEST1821759155687586","DLPV","TEST","D2025-01-23",62.28,30219,2.06,78,0.26,0.8,20546,1.47,40,1.56,51.28,31,2.01,39.74,0,0,0,0
"Bank Now IT","ADV7091261576040284162","TEST1821759155687586","DLPV","TEST","D2025-01-24",52.16,27487,1.9,72,0.26,0.72,17661,1.56,38,1.37,52.78,17,3.07,23.61,0,0,0,0
"Bank Now IT","ADV7091261576040284162","TEST1821759155687586","DLPV","TEST","D2025-01-25",49.89,32221,1.55,72,0.22,0.69,20756,1.55,42,1.19,58.33,15,3.33,20.83,0,0,0,0
"Bank Now IT","ADV7091261576040284162","TEST1821759155687586","DLPV","TEST","D2025-01-26",55.06,30372,1.81,78,0.26,0.71,19265,1.58,50,1.1,64.1,22,2.5,28.21,0,0,0,0
"Stradivarius","ADV6878974709950578690","CTRL1821490067478530","LPV","CTRL","LifeTime",978.15,2569665,0.38,17643,0.69,0.06,617097,4.16,6789,0.14,38.48,2000,0.49,11.34,371,28,1199.32,1.23
"Stradivarius","ADV6878974709950578690","CTRL1821490067478530","LPV","CTRL","D2025-01-17",29.4,82336,0.36,602,0.73,0.05,61401,1.34,231,0.13,38.37,65,0.45,10.8,12,1,74.49,2.53
"Stradivarius","ADV6878974709950578690","CTRL1821490067478530","LPV","CTRL","D2025-01-18",98.47,284997,0.35,1988,0.7,0.05,170130,1.68,802,0.12,40.34,194,0.51,9.76,50,6,245.74,2.5
"Stradivarius","ADV6878974709950578690","CTRL1821490067478530","LPV","CTRL","D2025-01-19",97.43,289821,0.34,2035,0.7,0.05,166234,1.74,777,0.13,38.18,250,0.39,12.29,48,5,298.78,3.07
"Stradivarius","ADV6878974709950578690","CTRL1821490067478530","LPV","CTRL","D2025-01-20",96.7,244371,0.4,1915,0.78,0.05,147790,1.65,728,0.13,38.02,195,0.5,10.18,44,5,152.6,1.58
"Stradivarius","ADV6878974709950578690","CTRL1821490067478530","LPV","CTRL","D2025-01-21",98.99,261279,0.38,1751,0.67,0.06,154037,1.7,638,0.16,36.44,207,0.48,11.82,61,3,94.74,0.96
"Stradivarius","ADV6878974709950578690","CTRL1821490067478530","LPV","CTRL","D2025-01-22",96.06,237684,0.4,1588,0.67,0.06,136493,1.74,596,0.16,37.53,178,0.54,11.21,24,2,112.16,1.17
"Stradivarius","ADV6878974709950578690","CTRL1821490067478530","LPV","CTRL","D2025-01-23",99.67,238532,0.42,1579,0.66,0.06,140661,1.7,609,0.16,38.57,206,0.48,13.05,32,1,65.52,0.66
"Stradivarius","ADV6878974709950578690","CTRL1821490067478530","LPV","CTRL","D2025-01-24",99.09,254132,0.39,1682,0.66,0.06,151076,1.68,644,0.15,38.29,200,0.5,11.89,31,2,63.88,0.64
"Stradivarius","ADV6878974709950578690","CTRL1821490067478530","LPV","CTRL","D2025-01-25",97.95,247458,0.4,1688,0.68,0.06,144250,1.72,686,0.14,40.64,201,0.49,11.91,32,1,16.4,0.17
"Stradivarius","ADV6878974709950578690","CTRL1821490067478530","LPV","CTRL","D2025-01-26",98.2,250967,0.39,1718,0.68,0.06,139755,1.8,636,0.15,37.02,186,0.53,10.83,30,2,75.01,0.76
"Stradivarius","ADV6878974709950578690","TEST1821490066491473","DLPV","TEST","LifeTime",980.75,1804323,0.54,11661,0.65,0.08,609549,2.96,5951,0.16,51.03,2242,0.44,19.23,686,37,1540.21,1.57
"Stradivarius","ADV6878974709950578690","TEST1821490066491473","DLPV","TEST","D2025-01-17",30.14,56996,0.53,296,0.52,0.1,45756,1.25,177,0.17,59.8,83,0.36,28.04,28,2,50.22,1.67
"Stradivarius","ADV6878974709950578690","TEST1821490066491473","DLPV","TEST","D2025-01-18",98.68,177809,0.55,1031,0.58,0.1,120112,1.48,613,0.16,59.46,301,0.33,29.19,137,7,143.46,1.45
"Stradivarius","ADV6878974709950578690","TEST1821490066491473","DLPV","TEST","D2025-01-19",98.98,177751,0.56,1148,0.65,0.09,120645,1.47,639,0.15,55.66,278,0.36,24.22,133,9,288.83,2.92
"Stradivarius","ADV6878974709950578690","TEST1821490066491473","DLPV","TEST","D2025-01-20",97.8,178363,0.55,1236,0.69,0.08,120046,1.49,643,0.15,52.02,228,0.43,18.45,59,2,191.39,1.96
"Stradivarius","ADV6878974709950578690","TEST1821490066491473","DLPV","TEST","D2025-01-21",97.85,202250,0.48,1317,0.65,0.07,135441,1.49,682,0.14,51.78,202,0.48,15.34,53,1,56.06,0.57
"Stradivarius","ADV6878974709950578690","TEST1821490066491473","DLPV","TEST","D2025-01-22",96.73,170021,0.57,1105,0.65,0.09,116982,1.45,521,0.19,47.15,193,0.5,17.47,44,3,72.38,0.75
"Stradivarius","ADV6878974709950578690","TEST1821490066491473","DLPV","TEST","D2025-01-23",100.68,155219,0.65,1058,0.68,0.1,108190,1.43,563,0.18,53.21,191,0.53,18.05,42,2,139.68,1.39
"Stradivarius","ADV6878974709950578690","TEST1821490066491473","DLPV","TEST","D2025-01-24",97.74,178372,0.55,1147,0.64,0.09,123294,1.45,569,0.17,49.61,197,0.5,17.18,36,3,105.68,1.08
"Stradivarius","ADV6878974709950578690","TEST1821490066491473","DLPV","TEST","D2025-01-25",97.63,183229,0.53,1214,0.66,0.08,125704,1.46,591,0.17,48.68,210,0.46,17.3,76,6,263.11,2.69
"Stradivarius","ADV6878974709950578690","TEST1821490066491473","DLPV","TEST","D2025-01-26",98.83,185853,0.53,1248,0.67,0.08,122710,1.51,575,0.17,46.07,234,0.42,18.75,53,2,229.41,2.32
"Mango","ADV6930939843581083650","TEST1821239756379217","DLPV","TEST","LifeTime",749.51,1006063,0.74,3781,0.38,0.2,332650,3.02,2358,0.32,62.36,1161,0.65,30.71,1601,151,9651.35,12.88
"Mango","ADV6930939843581083650","TEST1821239756379217","DLPV","TEST","D2025-01-17",39.39,55891,0.7,247,0.44,0.16,42963,1.3,135,0.29,54.66,86,0.46,34.82,129,8,476.89,12.11
"Mango","ADV6930939843581083650","TEST1821239756379217","DLPV","TEST","D2025-01-18",73.42,93670,0.78,462,0.49,0.16,64638,1.45,281,0.26,60.82,146,0.5,31.6,244,17,1598.33,21.77
"Mango","ADV6930939843581083650","TEST1821239756379217","DLPV","TEST","D2025-01-19",76.95,138361,0.56,552,0.4,0.14,91597,1.51,354,0.22,64.13,207,0.37,37.5,262,12,733.52,9.53
"Mango","ADV6930939843581083650","TEST1821239756379217","DLPV","TEST","D2025-01-20",76.78,113557,0.68,417,0.37,0.18,77531,1.46,271,0.28,64.99,146,0.53,35.01,170,12,575.64,7.5
"Mango","ADV6930939843581083650","TEST1821239756379217","DLPV","TEST","D2025-01-21",73.68,109311,0.67,412,0.38,0.18,74460,1.47,264,0.28,64.08,113,0.65,27.43,187,28,1731.2,23.5
"Mango","ADV6930939843581083650","TEST1821239756379217","DLPV","TEST","D2025-01-22",74.84,109541,0.68,350,0.32,0.21,73082,1.5,229,0.33,65.43,100,0.75,28.57,176,35,2166.98,28.95
"Mango","ADV6930939843581083650","TEST1821239756379217","DLPV","TEST","D2025-01-23",77.84,82493,0.94,286,0.35,0.27,57606,1.43,205,0.38,71.68,100,0.78,34.97,112,15,776.62,9.98
"Mango","ADV6930939843581083650","TEST1821239756379217","DLPV","TEST","D2025-01-24",75.6,82805,0.91,283,0.34,0.27,56452,1.47,186,0.41,65.72,79,0.96,27.92,107,7,466.77,6.17
"Mango","ADV6930939843581083650","TEST1821239756379217","DLPV","TEST","D2025-01-25",73.86,83426,0.89,280,0.34,0.26,56292,1.48,173,0.43,61.79,78,0.95,27.86,95,10,789.57,10.69
"Mango","ADV6930939843581083650","TEST1821239756379217","DLPV","TEST","D2025-01-26",75.85,101237,0.75,356,0.35,0.21,67036,1.51,191,0.4,53.65,80,0.95,22.47,85,6,295.85,3.9
"Mango","ADV6930939843581083650","CTRL1821239762328594","LPV","CTRL","LifeTime",746.43,1294931,0.58,5574,0.43,0.13,239724,5.4,2939,0.25,52.73,1350,0.55,24.22,1694,126,7645.89,10.24
"Mango","ADV6930939843581083650","CTRL1821239762328594","LPV","CTRL","D2025-01-17",38.89,82820,0.47,305,0.37,0.13,59054,1.4,156,0.25,51.15,88,0.44,28.85,80,5,193.93,4.99
"Mango","ADV6930939843581083650","CTRL1821239762328594","LPV","CTRL","D2025-01-18",75.81,134551,0.56,594,0.44,0.13,76425,1.76,305,0.25,51.35,136,0.56,22.9,204,15,838.61,11.06
"Mango","ADV6930939843581083650","CTRL1821239762328594","LPV","CTRL","D2025-01-19",74.89,145477,0.51,634,0.44,0.12,76300,1.91,340,0.22,53.63,158,0.47,24.92,174,10,543.66,7.26
"Mango","ADV6930939843581083650","CTRL1821239762328594","LPV","CTRL","D2025-01-20",75.54,133049,0.57,613,0.46,0.12,70974,1.87,328,0.23,53.51,146,0.52,23.82,126,4,255.95,3.39
"Mango","ADV6930939843581083650","CTRL1821239762328594","LPV","CTRL","D2025-01-21",74.94,126490,0.59,507,0.4,0.15,66619,1.9,274,0.27,54.04,142,0.53,28.01,152,17,941.46,12.56
"Mango","ADV6930939843581083650","CTRL1821239762328594","LPV","CTRL","D2025-01-22",74.89,117689,0.64,508,0.43,0.15,62855,1.87,281,0.27,55.31,118,0.63,23.23,245,28,1683.27,22.48
"Mango","ADV6930939843581083650","CTRL1821239762328594","LPV","CTRL","D2025-01-23",75.76,115661,0.66,528,0.46,0.14,60605,1.91,276,0.27,52.27,131,0.58,24.81,207,17,654.59,8.64
"Mango","ADV6930939843581083650","CTRL1821239762328594","LPV","CTRL","D2025-01-24",75.24,117853,0.64,498,0.42,0.15,63552,1.85,259,0.29,52.01,124,0.61,24.9,91,10,636.71,8.46
"Mango","ADV6930939843581083650","CTRL1821239762328594","LPV","CTRL","D2025-01-25",72.59,126120,0.58,549,0.44,0.13,65019,1.94,270,0.27,49.18,125,0.58,22.77,163,9,889.64,12.26
"Mango","ADV6930939843581083650","CTRL1821239762328594","LPV","CTRL","D2025-01-26",75.12,140106,0.54,621,0.44,0.12,71749,1.95,332,0.23,53.46,146,0.51,23.51,201,9,857.76,11.42
"COTY UK","ADV6935480705417822209","CTRL1819325195298866","LPV","CTRL","LifeTime",8486.91,1974792,4.3,77381,3.92,0.11,705639,2.8,6589,1.29,8.52,1997,4.25,2.58,0,0,0,0
"COTY UK","ADV6935480705417822209","CTRL1819325195298866","LPV","CTRL","D2025-01-09",283.81,39193,7.24,4165,10.63,0.07,31819,1.23,146,1.94,3.51,30,9.46,0.72,0,0,0,0
"COTY UK","ADV6935480705417822209","CTRL1819325195298866","LPV","CTRL","D2025-01-10",658.57,228949,2.88,6004,2.62,0.11,139976,1.64,505,1.3,8.41,293,2.25,4.88,0,0,0,0
"COTY UK","ADV6935480705417822209","CTRL1819325195298866","LPV","CTRL","D2025-01-11",645.5,187341,3.45,6221,3.32,0.1,119219,1.57,504,1.28,8.1,197,3.28,3.17,0,0,0,0
"COTY UK","ADV6935480705417822209","CTRL1819325195298866","LPV","CTRL","D2025-01-12",650.47,147122,4.42,6010,4.09,0.11,91608,1.61,521,1.25,8.67,188,3.46,3.13,0,0,0,0
"COTY UK","ADV6935480705417822209","CTRL1819325195298866","LPV","CTRL","D2025-01-13",649.63,121688,5.34,6559,5.39,0.1,78785,1.54,487,1.33,7.42,167,3.89,2.55,0,0,0,0
"COTY UK","ADV6935480705417822209","CTRL1819325195298866","LPV","CTRL","D2025-01-14",649.12,143148,4.53,7632,5.33,0.09,88084,1.63,524,1.24,6.87,138,4.7,1.81,0,0,0,0
"COTY UK","ADV6935480705417822209","CTRL1819325195298866","LPV","CTRL","D2025-01-15",653.73,133871,4.88,7018,5.24,0.09,83566,1.6,469,1.39,6.68,164,3.99,2.34,0,0,0,0
"COTY UK","ADV6935480705417822209","CTRL1819325195298866","LPV","CTRL","D2025-01-16",658.98,151643,4.35,5820,3.84,0.11,92903,1.63,565,1.17,9.71,148,4.45,2.54,0,0,0,0
"COTY UK","ADV6935480705417822209","CTRL1819325195298866","LPV","CTRL","D2025-01-17",659.13,138046,4.77,4458,3.23,0.15,86731,1.59,503,1.31,11.28,129,5.11,2.89,0,0,0,0
"COTY UK","ADV6935480705417822209","CTRL1819325195298866","LPV","CTRL","D2025-01-18",669.61,130044,5.15,4428,3.41,0.15,81743,1.59,497,1.35,11.22,120,5.58,2.71,0,0,0,0
"COTY UK","ADV6935480705417822209","CTRL1819325195298866","LPV","CTRL","D2025-01-19",636.07,160430,3.96,5965,3.72,0.11,96711,1.66,555,1.15,9.3,127,5.01,2.13,0,0,0,0
"COTY UK","ADV6935480705417822209","CTRL1819325195298866","LPV","CTRL","D2025-01-20",675.82,150835,4.48,5431,3.6,0.12,92148,1.64,572,1.18,10.53,128,5.28,2.36,0,0,0,0
"COTY UK","ADV6935480705417822209","CTRL1819325195298866","LPV","CTRL","D2025-01-21",634.23,152323,4.16,5116,3.36,0.12,93973,1.62,477,1.33,9.32,109,5.82,2.13,0,0,0,0
"COTY UK","ADV6935480705417822209","CTRL1819325195298866","LPV","CTRL","D2025-01-22",362.24,90159,4.02,2554,2.83,0.14,57934,1.56,264,1.37,10.34,59,6.14,2.31,0,0,0,0
"COTY UK","ADV6935480705417822209","CTRL1819325195298866","LPV","CTRL","D2025-01-23",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"COTY UK","ADV6935480705417822209","CTRL1819325195298866","LPV","CTRL","D2025-01-24",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"COTY UK","ADV6935480705417822209","CTRL1819325195298866","LPV","CTRL","D2025-01-25",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"COTY UK","ADV6935480705417822209","CTRL1819325195298866","LPV","CTRL","D2025-01-26",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
