"client_name","adv_id","adgroup_id","ea","cat","date","cost($USD)","impression","cpm","click","ctr(%)","cpc","reach","frequency","lpv","cplpv","lpv_rate(%)","dlpv","cpdlpv","dlpv_rate(%)","atc","cp","cp_value","cp_roas"
"COTY UK","ADV6935480705417822209","TEST1819326282908674","DLPV","TEST","LifeTime",8401.61,4527097,1.86,22806,0.5,0.37,639278,7.08,4244,1.98,18.61,5892,1.43,25.84,0,0,0,0
"COTY UK","ADV6935480705417822209","TEST1819326282908674","DLPV","TEST","D2025-01-09",271.88,142310,1.91,944,0.66,0.29,99468,1.43,151,1.8,16,203,1.34,21.5,0,0,0,0
"COTY UK","ADV6935480705417822209","TEST1819326282908674","DLPV","TEST","D2025-01-10",662.88,363252,1.82,1957,0.54,0.34,212950,1.71,310,2.14,15.84,438,1.51,22.38,0,0,0,0
"COTY UK","ADV6935480705417822209","TEST1819326282908674","DLPV","TEST","D2025-01-11",636.6,360594,1.77,1994,0.55,0.32,194899,1.85,348,1.83,17.45,495,1.29,24.82,0,0,0,0
"COTY UK","ADV6935480705417822209","TEST1819326282908674","DLPV","TEST","D2025-01-12",645.83,367785,1.76,2020,0.55,0.32,186535,1.97,341,1.89,16.88,529,1.22,26.19,0,0,0,0
"COTY UK","ADV6935480705417822209","TEST1819326282908674","DLPV","TEST","D2025-01-13",642.35,347622,1.85,1859,0.53,0.35,185694,1.87,353,1.82,18.99,490,1.31,26.36,0,0,0,0
"COTY UK","ADV6935480705417822209","TEST1819326282908674","DLPV","TEST","D2025-01-14",644.85,343048,1.88,1704,0.5,0.38,190232,1.8,312,2.07,18.31,471,1.37,27.64,0,0,0,0
"COTY UK","ADV6935480705417822209","TEST1819326282908674","DLPV","TEST","D2025-01-15",641.44,332557,1.93,1637,0.49,0.39,185328,1.79,302,2.12,18.45,436,1.47,26.63,0,0,0,0
"COTY UK","ADV6935480705417822209","TEST1819326282908674","DLPV","TEST","D2025-01-16",650.34,335124,1.94,1589,0.47,0.41,173386,1.93,309,2.1,19.45,452,1.44,28.45,0,0,0,0
"COTY UK","ADV6935480705417822209","TEST1819326282908674","DLPV","TEST","D2025-01-17",649.65,330822,1.96,1568,0.47,0.41,174543,1.9,302,2.15,19.26,479,1.36,30.55,0,0,0,0
"COTY UK","ADV6935480705417822209","TEST1819326282908674","DLPV","TEST","D2025-01-18",639.51,386085,1.66,1851,0.48,0.35,206287,1.87,350,1.83,18.91,437,1.46,23.61,0,0,0,0
"COTY UK","ADV6935480705417822209","TEST1819326282908674","DLPV","TEST","D2025-01-19",656.55,380980,1.72,1856,0.49,0.35,194794,1.96,380,1.73,20.47,496,1.32,26.72,0,0,0,0
"COTY UK","ADV6935480705417822209","TEST1819326282908674","DLPV","TEST","D2025-01-20",639.27,345318,1.85,1536,0.44,0.42,188818,1.83,294,2.17,19.14,397,1.61,25.85,0,0,0,0
"COTY UK","ADV6935480705417822209","TEST1819326282908674","DLPV","TEST","D2025-01-21",640.47,316665,2.02,1466,0.46,0.44,167719,1.89,313,2.05,21.35,358,1.79,24.42,0,0,0,0
"COTY UK","ADV6935480705417822209","TEST1819326282908674","DLPV","TEST","D2025-01-22",379.99,174935,2.17,825,0.47,0.46,120721,1.45,179,2.12,21.7,211,1.8,25.58,0,0,0,0
"COTY UK","ADV6935480705417822209","TEST1819326282908674","DLPV","TEST","D2025-01-23",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"COTY UK","ADV6935480705417822209","TEST1819326282908674","DLPV","TEST","D2025-01-24",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"COTY UK","ADV6935480705417822209","TEST1819326282908674","DLPV","TEST","D2025-01-25",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"COTY UK","ADV6935480705417822209","TEST1819326282908674","DLPV","TEST","D2025-01-26",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"QuickBooks","ADV6956359251715457025","TEST1821186196640817","DLPV","TEST","LifeTime",239.5,215920,1.11,975,0.45,0.25,139902,1.54,129,1.86,13.23,240,1,24.62,0,0,0,0
"QuickBooks","ADV6956359251715457025","TEST1821186196640817","DLPV","TEST","D2025-01-14",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"QuickBooks","ADV6956359251715457025","TEST1821186196640817","DLPV","TEST","D2025-01-15",21.53,25699,0.84,105,0.41,0.21,23097,1.11,25,0.86,23.81,32,0.67,30.48,0,0,0,0
"QuickBooks","ADV6956359251715457025","TEST1821186196640817","DLPV","TEST","D2025-01-16",14.91,16738,0.89,62,0.37,0.24,16165,1.04,7,2.13,11.29,20,0.75,32.26,0,0,0,0
"QuickBooks","ADV6956359251715457025","TEST1821186196640817","DLPV","TEST","D2025-01-17",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"QuickBooks","ADV6956359251715457025","TEST1821186196640817","DLPV","TEST","D2025-01-18",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"QuickBooks","ADV6956359251715457025","TEST1821186196640817","DLPV","TEST","D2025-01-19",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"QuickBooks","ADV6956359251715457025","TEST1821186196640817","DLPV","TEST","D2025-01-20",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"QuickBooks","ADV6956359251715457025","TEST1821186196640817","DLPV","TEST","D2025-01-21",20.76,21022,0.99,79,0.38,0.26,20673,1.02,10,2.08,12.66,11,1.89,13.92,0,0,0,0
"QuickBooks","ADV6956359251715457025","TEST1821186196640817","DLPV","TEST","D2025-01-22",42.5,27006,1.57,158,0.59,0.27,22287,1.21,22,1.93,13.92,43,0.99,27.22,0,0,0,0
"QuickBooks","ADV6956359251715457025","TEST1821186196640817","DLPV","TEST","D2025-01-23",39.07,29812,1.31,142,0.48,0.28,25752,1.16,14,2.79,9.86,31,1.26,21.83,0,0,0,0
"QuickBooks","ADV6956359251715457025","TEST1821186196640817","DLPV","TEST","D2025-01-24",30,21606,1.39,89,0.41,0.34,17835,1.21,16,1.88,17.98,26,1.15,29.21,0,0,0,0
"QuickBooks","ADV6956359251715457025","TEST1821186196640817","DLPV","TEST","D2025-01-25",30,27289,1.1,126,0.46,0.24,21604,1.26,16,1.88,12.7,31,0.97,24.6,0,0,0,0
"QuickBooks","ADV6956359251715457025","TEST1821186196640817","DLPV","TEST","D2025-01-26",35.74,41128,0.87,197,0.48,0.18,31053,1.32,18,1.99,9.14,44,0.81,22.34,0,0,0,0
"QuickBooks","ADV6956359251715457025","TEST1821187834652689","DLPV","TEST","LifeTime",19796.18,7481058,2.65,47514,0.64,0.42,1887688,3.96,6566,3.01,13.82,12059,1.64,25.38,0,4,7793,0.39
"QuickBooks","ADV6956359251715457025","TEST1821187834652689","DLPV","TEST","D2025-01-14",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"QuickBooks","ADV6956359251715457025","TEST1821187834652689","DLPV","TEST","D2025-01-15",1523.73,620141,2.46,3747,0.6,0.41,505733,1.23,481,3.17,12.84,981,1.55,26.18,0,0,0,0
"QuickBooks","ADV6956359251715457025","TEST1821187834652689","DLPV","TEST","D2025-01-16",1145.23,453500,2.53,2467,0.54,0.46,345197,1.31,360,3.18,14.59,769,1.49,31.17,0,0,0,0
"QuickBooks","ADV6956359251715457025","TEST1821187834652689","DLPV","TEST","D2025-01-17",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"QuickBooks","ADV6956359251715457025","TEST1821187834652689","DLPV","TEST","D2025-01-18",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"QuickBooks","ADV6956359251715457025","TEST1821187834652689","DLPV","TEST","D2025-01-19",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"QuickBooks","ADV6956359251715457025","TEST1821187834652689","DLPV","TEST","D2025-01-20",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"QuickBooks","ADV6956359251715457025","TEST1821187834652689","DLPV","TEST","D2025-01-21",1372.45,573282,2.39,3997,0.7,0.34,396940,1.44,492,2.79,12.31,833,1.65,20.84,0,0,0,0
"QuickBooks","ADV6956359251715457025","TEST1821187834652689","DLPV","TEST","D2025-01-22",3347.5,1373837,2.44,8977,0.65,0.37,837778,1.64,1280,2.62,14.26,2312,1.45,25.75,0,2,3756,1.12
"QuickBooks","ADV6956359251715457025","TEST1821187834652689","DLPV","TEST","D2025-01-23",3347.5,1280105,2.62,7788,0.61,0.43,727567,1.76,1025,3.27,13.16,2025,1.65,26,0,0,0,0
"QuickBooks","ADV6956359251715457025","TEST1821187834652689","DLPV","TEST","D2025-01-24",2869.33,972747,2.95,6037,0.62,0.48,579947,1.68,958,3,15.87,1643,1.75,27.22,0,0,0,0
"QuickBooks","ADV6956359251715457025","TEST1821187834652689","DLPV","TEST","D2025-01-25",2866.67,1001370,2.86,6409,0.64,0.45,552820,1.81,854,3.36,13.33,1642,1.75,25.62,0,1,2159,0.75
"QuickBooks","ADV6956359251715457025","TEST1821187834652689","DLPV","TEST","D2025-01-26",3210.69,1163503,2.76,7802,0.67,0.41,688022,1.69,1054,3.05,13.51,1811,1.77,23.21,0,1,1878,0.58
"QuickBooks","ADV6956359251715457025","CTRL1821187899689042","LPV","CTRL","LifeTime",20011.81,5072409,3.95,26997,0.53,0.74,1443449,3.51,10111,1.98,37.45,5608,3.57,20.77,0,6,9789,0.49
"QuickBooks","ADV6956359251715457025","CTRL1821187899689042","LPV","CTRL","D2025-01-14",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"QuickBooks","ADV6956359251715457025","CTRL1821187899689042","LPV","CTRL","D2025-01-15",1417.96,416700,3.4,2124,0.51,0.67,307152,1.36,655,2.16,30.84,510,2.78,24.01,0,1,287,0.2
"QuickBooks","ADV6956359251715457025","CTRL1821187899689042","LPV","CTRL","D2025-01-16",1121.07,293220,3.82,1456,0.5,0.77,220464,1.33,579,1.94,39.77,361,3.11,24.79,0,1,1878,1.68
"QuickBooks","ADV6956359251715457025","CTRL1821187899689042","LPV","CTRL","D2025-01-17",0,0,0,0,0,0,0,NaN,1,0,0,1,0,0,0,0,0,0
"QuickBooks","ADV6956359251715457025","CTRL1821187899689042","LPV","CTRL","D2025-01-18",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"QuickBooks","ADV6956359251715457025","CTRL1821187899689042","LPV","CTRL","D2025-01-19",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"QuickBooks","ADV6956359251715457025","CTRL1821187899689042","LPV","CTRL","D2025-01-20",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"QuickBooks","ADV6956359251715457025","CTRL1821187899689042","LPV","CTRL","D2025-01-21",1355.05,369014,3.67,2275,0.62,0.6,252195,1.46,827,1.64,36.35,502,2.7,22.07,0,0,0,0
"QuickBooks","ADV6956359251715457025","CTRL1821187899689042","LPV","CTRL","D2025-01-22",3347.5,925443,3.62,5162,0.56,0.65,562279,1.65,1799,1.86,34.85,1190,2.81,23.05,0,3,5634,1.68
"QuickBooks","ADV6956359251715457025","CTRL1821187899689042","LPV","CTRL","D2025-01-23",3347.5,821818,4.07,4516,0.55,0.74,494223,1.66,1628,2.06,36.05,984,3.4,21.79,0,1,1990,0.59
"QuickBooks","ADV6956359251715457025","CTRL1821187899689042","LPV","CTRL","D2025-01-24",2864.95,645994,4.43,3343,0.52,0.86,399312,1.62,1369,2.09,40.95,671,4.27,20.07,0,0,0,0
"QuickBooks","ADV6956359251715457025","CTRL1821187899689042","LPV","CTRL","D2025-01-25",2871.05,616444,4.66,3282,0.53,0.87,369150,1.67,1377,2.09,41.96,550,5.22,16.76,0,0,0,0
"QuickBooks","ADV6956359251715457025","CTRL1821187899689042","LPV","CTRL","D2025-01-26",3254.63,864204,3.77,4233,0.49,0.77,510720,1.69,1634,1.99,38.6,786,4.14,18.57,0,0,0,0
"QuickBooks","ADV6956359251715457025","CTRL1821187071609969","LPV","CTRL","LifeTime",235.43,96616,2.44,473,0.49,0.5,51542,1.87,266,0.89,56.24,84,2.8,17.76,0,0,0,0
"QuickBooks","ADV6956359251715457025","CTRL1821187071609969","LPV","CTRL","D2025-01-14",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"QuickBooks","ADV6956359251715457025","CTRL1821187071609969","LPV","CTRL","D2025-01-15",19.66,14776,1.33,70,0.47,0.28,13478,1.1,34,0.58,48.57,19,1.03,27.14,0,0,0,0
"QuickBooks","ADV6956359251715457025","CTRL1821187071609969","LPV","CTRL","D2025-01-16",15.23,6091,2.5,23,0.38,0.66,4995,1.22,12,1.27,52.17,6,2.54,26.09,0,0,0,0
"QuickBooks","ADV6956359251715457025","CTRL1821187071609969","LPV","CTRL","D2025-01-17",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"QuickBooks","ADV6956359251715457025","CTRL1821187071609969","LPV","CTRL","D2025-01-18",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"QuickBooks","ADV6956359251715457025","CTRL1821187071609969","LPV","CTRL","D2025-01-19",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"QuickBooks","ADV6956359251715457025","CTRL1821187071609969","LPV","CTRL","D2025-01-20",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"QuickBooks","ADV6956359251715457025","CTRL1821187071609969","LPV","CTRL","D2025-01-21",21.91,7499,2.92,47,0.63,0.47,5762,1.3,28,0.78,59.57,10,2.19,21.28,0,0,0,0
"QuickBooks","ADV6956359251715457025","CTRL1821187071609969","LPV","CTRL","D2025-01-22",42.04,13794,3.05,83,0.6,0.51,10161,1.36,43,0.98,51.81,7,6.01,8.43,0,0,0,0
"QuickBooks","ADV6956359251715457025","CTRL1821187071609969","LPV","CTRL","D2025-01-23",39.41,13159,2.99,63,0.48,0.63,9113,1.44,37,1.07,58.73,17,2.32,26.98,0,0,0,0
"QuickBooks","ADV6956359251715457025","CTRL1821187071609969","LPV","CTRL","D2025-01-24",29.97,10102,2.97,49,0.49,0.61,6422,1.57,29,1.03,59.18,6,5,12.24,0,0,0,0
"QuickBooks","ADV6956359251715457025","CTRL1821187071609969","LPV","CTRL","D2025-01-25",30.03,11571,2.6,55,0.48,0.55,6605,1.75,36,0.83,65.45,8,3.75,14.55,0,0,0,0
"QuickBooks","ADV6956359251715457025","CTRL1821187071609969","LPV","CTRL","D2025-01-26",33.23,18065,1.84,70,0.39,0.47,13024,1.39,39,0.85,55.71,11,3.02,15.71,0,0,0,0
"Adobe UK","ADV7328337344443580417","TEST1819231248089122","DLPV","TEST","LifeTime",2499.82,1238823,2.02,22447,1.81,0.11,400731,3.09,15585,0.16,69.43,5339,0.47,23.78,0,6,166.37,0.07
"Adobe UK","ADV7328337344443580417","TEST1819231248089122","DLPV","TEST","D2025-01-08",124.12,63882,1.94,887,1.39,0.14,43537,1.47,670,0.19,75.54,84,1.48,9.47,0,1,24.92,0.2
"Adobe UK","ADV7328337344443580417","TEST1819231248089122","DLPV","TEST","D2025-01-09",223.21,88239,2.53,1615,1.83,0.14,62909,1.4,1218,0.18,75.42,307,0.73,19.01,0,2,81.91,0.37
"Adobe UK","ADV7328337344443580417","TEST1819231248089122","DLPV","TEST","D2025-01-10",206.87,98824,2.09,2301,2.33,0.09,81264,1.22,1646,0.13,71.53,575,0.36,24.99,0,0,0,0
"Adobe UK","ADV7328337344443580417","TEST1819231248089122","DLPV","TEST","D2025-01-11",160.08,83027,1.93,2046,2.46,0.08,66155,1.26,1440,0.11,70.38,499,0.32,24.39,0,1,12.18,0.08
"Adobe UK","ADV7328337344443580417","TEST1819231248089122","DLPV","TEST","D2025-01-12",186.4,97198,1.92,2068,2.13,0.09,71485,1.36,1426,0.13,68.96,545,0.34,26.35,0,0,0,0
"Adobe UK","ADV7328337344443580417","TEST1819231248089122","DLPV","TEST","D2025-01-13",161.9,103327,1.57,1897,1.84,0.09,82724,1.25,1334,0.12,70.32,424,0.38,22.35,0,0,0,0
"Adobe UK","ADV7328337344443580417","TEST1819231248089122","DLPV","TEST","D2025-01-14",176.9,101147,1.75,1737,1.72,0.1,85120,1.19,1029,0.17,59.24,453,0.39,26.08,0,0,0,0
"Adobe UK","ADV7328337344443580417","TEST1819231248089122","DLPV","TEST","D2025-01-15",190.96,98905,1.93,1586,1.6,0.12,81979,1.21,1043,0.18,65.76,462,0.41,29.13,0,0,0,0
"Adobe UK","ADV7328337344443580417","TEST1819231248089122","DLPV","TEST","D2025-01-16",175.69,91638,1.92,1474,1.61,0.12,75190,1.22,998,0.18,67.71,380,0.46,25.78,0,0,0,0
"Adobe UK","ADV7328337344443580417","TEST1819231248089122","DLPV","TEST","D2025-01-17",184.49,84901,2.17,1401,1.65,0.13,65399,1.3,981,0.19,70.02,356,0.52,25.41,0,0,0,0
"Adobe UK","ADV7328337344443580417","TEST1819231248089122","DLPV","TEST","D2025-01-18",173.65,79979,2.17,1407,1.76,0.12,58624,1.36,961,0.18,68.3,313,0.55,22.25,0,0,0,0
"Adobe UK","ADV7328337344443580417","TEST1819231248089122","DLPV","TEST","D2025-01-19",197.55,94935,2.08,1580,1.66,0.13,70368,1.35,1108,0.18,70.13,372,0.53,23.54,0,1,34.92,0.18
"Adobe UK","ADV7328337344443580417","TEST1819231248089122","DLPV","TEST","D2025-01-20",161.52,73957,2.18,1208,1.63,0.13,60267,1.23,836,0.19,69.21,276,0.59,22.85,0,1,12.44,0.08
"Adobe UK","ADV7328337344443580417","TEST1819231248089122","DLPV","TEST","D2025-01-21",176.48,78864,2.24,1240,1.57,0.14,63616,1.24,894,0.2,72.1,293,0.6,23.63,0,0,0,0
"Adobe UK","ADV7328337344443580417","TEST1819231248089122","DLPV","TEST","D2025-01-22",0,0,0,0,0,0,0,NaN,1,0,0,0,0,0,0,0,0,0
"Adobe UK","ADV7328337344443580417","TEST1819231248089122","DLPV","TEST","D2025-01-23",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"Adobe UK","ADV7328337344443580417","TEST1819231248089122","DLPV","TEST","D2025-01-24",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"Adobe UK","ADV7328337344443580417","TEST1819231248089122","DLPV","TEST","D2025-01-25",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"Adobe UK","ADV7328337344443580417","TEST1819231248089122","DLPV","TEST","D2025-01-26",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"Adobe UK","ADV7328337344443580417","CTRL1819228412523617","LPV","CTRL","LifeTime",2494.5,2618279,0.95,22331,0.85,0.11,689852,3.8,18400,0.14,82.4,5598,0.45,25.07,0,5,88.62,0.04
"Adobe UK","ADV7328337344443580417","CTRL1819228412523617","LPV","CTRL","D2025-01-08",131.12,90328,1.45,1389,1.54,0.09,74522,1.21,1197,0.11,86.18,153,0.86,11.02,0,1,34.58,0.26
"Adobe UK","ADV7328337344443580417","CTRL1819228412523617","LPV","CTRL","D2025-01-09",223.21,188407,1.18,2076,1.1,0.11,136670,1.38,1716,0.13,82.66,431,0.52,20.76,0,0,0,0
"Adobe UK","ADV7328337344443580417","CTRL1819228412523617","LPV","CTRL","D2025-01-10",199.95,186249,1.07,2065,1.11,0.1,137663,1.35,1663,0.12,80.53,584,0.34,28.28,0,0,0,0
"Adobe UK","ADV7328337344443580417","CTRL1819228412523617","LPV","CTRL","D2025-01-11",160,214464,0.75,1812,0.84,0.09,137607,1.56,1536,0.1,84.77,518,0.31,28.59,0,0,0,0
"Adobe UK","ADV7328337344443580417","CTRL1819228412523617","LPV","CTRL","D2025-01-12",178.26,210077,0.85,1874,0.89,0.1,133136,1.58,1581,0.11,84.36,503,0.35,26.84,0,0,0,0
"Adobe UK","ADV7328337344443580417","CTRL1819228412523617","LPV","CTRL","D2025-01-13",180.76,183390,0.99,1624,0.89,0.11,126174,1.45,1350,0.13,83.13,398,0.45,24.51,0,1,2.43,0.01
"Adobe UK","ADV7328337344443580417","CTRL1819228412523617","LPV","CTRL","D2025-01-14",179.41,169042,1.06,1566,0.93,0.11,116399,1.45,1114,0.16,71.14,396,0.45,25.29,0,0,0,0
"Adobe UK","ADV7328337344443580417","CTRL1819228412523617","LPV","CTRL","D2025-01-15",195.29,167367,1.17,1505,0.9,0.13,119960,1.4,1205,0.16,80.07,391,0.5,25.98,0,0,0,0
"Adobe UK","ADV7328337344443580417","CTRL1819228412523617","LPV","CTRL","D2025-01-16",195.17,173953,1.12,1574,0.9,0.12,125630,1.38,1286,0.15,81.7,412,0.47,26.18,0,1,12.22,0.06
"Adobe UK","ADV7328337344443580417","CTRL1819228412523617","LPV","CTRL","D2025-01-17",160.77,161409,1,1288,0.8,0.12,111686,1.45,1083,0.15,84.08,353,0.46,27.41,0,0,0,0
"Adobe UK","ADV7328337344443580417","CTRL1819228412523617","LPV","CTRL","D2025-01-18",160.33,176828,0.91,1333,0.75,0.12,118053,1.5,1091,0.15,81.85,359,0.45,26.93,0,0,0,0
"Adobe UK","ADV7328337344443580417","CTRL1819228412523617","LPV","CTRL","D2025-01-19",205.74,302237,0.68,1808,0.6,0.11,191382,1.58,1526,0.13,84.4,493,0.42,27.27,0,1,2.42,0.01
"Adobe UK","ADV7328337344443580417","CTRL1819228412523617","LPV","CTRL","D2025-01-20",169.57,265082,0.64,1278,0.48,0.13,185127,1.43,1129,0.15,88.34,387,0.44,30.28,0,0,0,0
"Adobe UK","ADV7328337344443580417","CTRL1819228412523617","LPV","CTRL","D2025-01-21",154.92,129446,1.2,1139,0.88,0.14,100444,1.29,920,0.17,80.77,220,0.7,19.32,0,1,36.97,0.24
"Adobe UK","ADV7328337344443580417","CTRL1819228412523617","LPV","CTRL","D2025-01-22",0,0,0,0,0,0,0,NaN,2,0,0,0,0,0,0,0,0,0
"Adobe UK","ADV7328337344443580417","CTRL1819228412523617","LPV","CTRL","D2025-01-23",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"Adobe UK","ADV7328337344443580417","CTRL1819228412523617","LPV","CTRL","D2025-01-24",0,0,0,0,0,0,0,NaN,1,0,0,0,0,0,0,0,0,0
"Adobe UK","ADV7328337344443580417","CTRL1819228412523617","LPV","CTRL","D2025-01-25",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"Adobe UK","ADV7328337344443580417","CTRL1819228412523617","LPV","CTRL","D2025-01-26",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"Adobe FR","ADV7328337344443580417","TEST1820494392935426","DLPV","TEST","LifeTime",2499.32,3386151,0.74,20563,0.61,0.12,626732,5.4,15367,0.16,74.73,4860,0.51,23.63,0,3,314.07,0.13
"Adobe FR","ADV7328337344443580417","TEST1820494392935426","DLPV","TEST","D2025-01-08",119.79,135408,0.88,758,0.56,0.16,84370,1.6,603,0.2,79.55,81,1.48,10.69,0,0,0,0
"Adobe FR","ADV7328337344443580417","TEST1820494392935426","DLPV","TEST","D2025-01-09",223.21,273733,0.82,1421,0.52,0.16,164301,1.67,1119,0.2,78.75,289,0.77,20.34,0,0,0,0
"Adobe FR","ADV7328337344443580417","TEST1820494392935426","DLPV","TEST","D2025-01-10",210.81,285243,0.74,1737,0.61,0.12,191475,1.49,1262,0.17,72.65,429,0.49,24.7,0,1,147.39,0.7
"Adobe FR","ADV7328337344443580417","TEST1820494392935426","DLPV","TEST","D2025-01-11",160.47,231280,0.69,1642,0.71,0.1,153787,1.5,1225,0.13,74.6,410,0.39,24.97,0,0,0,0
"Adobe FR","ADV7328337344443580417","TEST1820494392935426","DLPV","TEST","D2025-01-12",196.51,312436,0.63,1934,0.62,0.1,171506,1.82,1449,0.14,74.92,514,0.38,26.58,0,0,0,0
"Adobe FR","ADV7328337344443580417","TEST1820494392935426","DLPV","TEST","D2025-01-13",170.77,292560,0.58,1541,0.53,0.11,172754,1.69,1133,0.15,73.52,402,0.42,26.09,0,0,0,0
"Adobe FR","ADV7328337344443580417","TEST1820494392935426","DLPV","TEST","D2025-01-14",184.92,261513,0.71,1477,0.56,0.13,167074,1.57,987,0.19,66.82,413,0.45,27.96,0,1,146.92,0.79
"Adobe FR","ADV7328337344443580417","TEST1820494392935426","DLPV","TEST","D2025-01-15",189.57,280954,0.67,1550,0.55,0.12,172557,1.63,1100,0.17,70.97,410,0.46,26.45,0,1,19.76,0.1
"Adobe FR","ADV7328337344443580417","TEST1820494392935426","DLPV","TEST","D2025-01-16",165.75,220539,0.75,1424,0.65,0.12,138265,1.6,1101,0.15,77.32,332,0.5,23.31,0,0,0,0
"Adobe FR","ADV7328337344443580417","TEST1820494392935426","DLPV","TEST","D2025-01-17",172.08,197136,0.87,1515,0.77,0.11,131447,1.5,1122,0.15,74.06,296,0.58,19.54,0,0,0,0
"Adobe FR","ADV7328337344443580417","TEST1820494392935426","DLPV","TEST","D2025-01-18",170.39,196311,0.87,1521,0.77,0.11,125711,1.56,1163,0.15,76.46,320,0.53,21.04,0,0,0,0
"Adobe FR","ADV7328337344443580417","TEST1820494392935426","DLPV","TEST","D2025-01-19",206.04,287348,0.72,1700,0.59,0.12,164834,1.74,1312,0.16,77.18,415,0.5,24.41,0,0,0,0
"Adobe FR","ADV7328337344443580417","TEST1820494392935426","DLPV","TEST","D2025-01-20",161.09,205192,0.79,1206,0.59,0.13,134036,1.53,918,0.18,76.12,281,0.57,23.3,0,0,0,0
"Adobe FR","ADV7328337344443580417","TEST1820494392935426","DLPV","TEST","D2025-01-21",167.92,206498,0.81,1137,0.55,0.15,135163,1.53,873,0.19,76.78,268,0.63,23.57,0,0,0,0
"Adobe FR","ADV7328337344443580417","TEST1820494392935426","DLPV","TEST","D2025-01-22",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"Adobe FR","ADV7328337344443580417","TEST1820494392935426","DLPV","TEST","D2025-01-23",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"Adobe FR","ADV7328337344443580417","TEST1820494392935426","DLPV","TEST","D2025-01-24",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"Adobe FR","ADV7328337344443580417","TEST1820494392935426","DLPV","TEST","D2025-01-25",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"Adobe FR","ADV7328337344443580417","TEST1820494392935426","DLPV","TEST","D2025-01-26",0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0
"Adobe FR","ADV7328337344443580417","CTRL1819242922347634","LPV","CTRL","LifeTime",2497.25,3683970,0.68,23247,0.63,0.11,611335,6.03,19041,0.13,81.91,4679,0.53,20.13,0,2,32.42,0.01
"Adobe FR","ADV7328337344443580417","CTRL1819242922347634","LPV","CTRL","D2025-01-08",129.96,187265,0.69,1342,0.72,0.1,116379,1.61,1147,0.11,85.47,164,0.79,12.22,0,0,0,0
"Adobe FR","ADV7328337344443580417","CTRL1819242922347634","LPV","CTRL","D2025-01-09",223.21,317622,0.7,2144,0.68,0.1,189110,1.68,1703,0.13,79.43,341,0.65,15.9,0,0,0,0
"Adobe FR","ADV7328337344443580417","CTRL1819242922347634","LPV","CTRL","D2025-01-10",200.61,294608,0.68,1984,0.67,0.1,176918,1.67,1576,0.13,79.44,371,0.54,18.7,0,0,0,0
"Adobe FR","ADV7328337344443580417","CTRL1819242922347634","LPV","CTRL","D2025-01-11",160.5,265148,0.61,1859,0.7,0.09,157199,1.69,1534,0.1,82.52,412,0.39,22.16,0,0,0,0
